ID,Church,Enough/Satisfied,Friend,Love,Me,Mosque,Seat,Temple,You
ImageID_ESW0WO2V,0.04008559,0.040078558,0.018635107,0.019690057,0.039520994,0.005427171,0.1916627,0.0139177665,0.63098204
ImageID_1U6A3HPN,0.00821203,0.024370141,0.057021543,0.516826,0.102184765,0.04184532,0.022280898,0.11697939,0.11027986
ImageID_B0SR4F42,0.046670705,0.09880364,0.11451555,0.10057319,0.15576045,0.05072851,0.14974472,0.07293236,0.2102709
ImageID_KD9Q8PDU,0.28051284,0.003568977,0.02117616,0.017730031,0.33910212,0.15655605,0.016141048,0.044259507,0.12095326
ImageID_E986XCZB,0.0045057274,0.0034118723,0.013641699,0.06650653,0.6146498,0.0068452177,0.118652284,0.07811994,0.09366694
ImageID_GI6MKE80,0.0044476553,0.004526798,0.0062849233,0.002099004,0.9107982,0.018227719,0.006105236,0.035160523,0.012350046
ImageID_PHOVJ051,0.034137867,0.26561648,0.004087046,0.14658712,0.25044164,0.004199359,0.031604268,0.08391814,0.17940801
ImageID_25SXHNL1,0.27144355,0.1818521,0.23385641,0.028715773,0.083067894,0.06790279,0.069821134,0.05035834,0.012982061
ImageID_01ITRYRU,0.0049195983,0.0014162674,0.003566712,0.0014662897,0.07423962,0.038905945,0.8129474,0.020702556,0.041835614
ImageID_XJHZFLM9,0.017324917,0.031967845,0.02067259,0.19772325,0.2691872,0.13601908,0.023447542,0.041633338,0.26202428
ImageID_IGRR2PKL,0.00052628235,0.004009159,0.013545419,0.9792045,0.0012691299,4.7254238e-05,0.000119612705,0.00030280184,0.0009757669
ImageID_V36AVAW7,0.035892725,0.020599494,0.058519937,0.042946987,0.23544602,0.056468047,0.08446375,0.06513157,0.40053153
ImageID_CBOKOL8J,0.16239625,0.13719928,0.22040257,0.09164633,0.17838927,0.0024755525,0.008426053,0.024631595,0.17443314
ImageID_JFHSY1XH,0.035775132,0.005495656,0.043514803,0.29154217,0.11647232,0.0035609251,0.2574309,0.22667253,0.019535583
ImageID_BEUKT4HK,0.14486253,0.4291481,0.0035751273,0.0066382396,0.07410854,0.101856075,0.16338731,0.02683588,0.04958824
ImageID_0D1IJEPH,0.014095338,0.022327175,0.07838814,0.011510287,0.0631441,0.030493205,0.46130702,0.14439487,0.17433985
ImageID_OWMLWY06,0.06545207,0.7768716,0.007896792,0.011293415,0.023523765,0.009444564,0.055541437,0.042614076,0.0073621213
ImageID_HBD75UN0,0.040886726,0.020580646,0.023451855,0.0025197796,0.035228767,0.012972551,0.82011575,0.028458003,0.015785854
ImageID_D1HBSFYO,0.13694935,0.18018639,0.00730908,0.05728452,0.051866706,0.022006083,0.14647813,0.099007376,0.29891232
ImageID_PU829I8K,0.043324742,0.21839027,0.1363913,0.05772145,0.08325432,0.056462694,0.12932163,0.17415476,0.10097869
ImageID_XMON1MTE,0.28979072,0.028033903,0.051613282,0.032368626,0.113504305,0.17414422,0.031095156,0.14118624,0.13826352
ImageID_NEG24FZ7,0.047222096,0.26713964,0.0011433593,0.0029595117,0.004632991,0.54767686,0.019688759,0.103095084,0.006441657
ImageID_Z5L8M7VA,0.08472807,0.760565,0.009493507,0.010318667,0.002005327,0.07176257,0.014059289,0.019778991,0.027288683
ImageID_42KQ3077,0.01447316,0.12025746,0.3680704,0.09542352,0.048601095,0.15453091,0.12049831,0.013684838,0.0644603
ImageID_R0PDIA7V,0.054683656,0.3638195,0.013709031,0.019709975,0.02782342,0.20724384,0.033559203,0.020393068,0.25905836
ImageID_3FZYUV2X,0.026961818,0.031194475,0.04439236,0.02609707,0.013124871,0.14645095,0.61000013,0.08319262,0.018585745
ImageID_TPBT2005,0.10603208,0.11824137,0.08253904,0.5835965,0.04351646,0.033112865,0.002479994,0.021513732,0.008967928
ImageID_P06BRCCC,0.011400765,0.008030086,0.016228743,0.022438357,0.4330783,0.013386067,0.11513307,0.25917783,0.12112682
ImageID_2GXHRNS6,0.2790507,0.31169266,0.0891386,0.02369601,0.033646278,0.19177784,0.025111398,0.032626215,0.013260372
ImageID_JUDKEJIY,0.19210508,0.44585645,0.004013544,0.010057531,0.1115085,0.020485742,0.06955823,0.13233267,0.014082244
ImageID_B43Q32VV,0.007833623,0.20673698,0.08030624,0.038703185,0.570064,0.017385025,0.009253352,0.025656868,0.04406071
ImageID_DDA7NS3X,0.0332876,0.024545414,0.021589555,0.0075390097,0.03553536,0.08541205,0.13321477,0.19803989,0.4608364
ImageID_9U17610Q,0.11953019,0.014998706,0.16573147,0.2918031,0.0043205973,0.114387214,0.13336949,0.08335676,0.07250248
ImageID_LV6P4RKN,0.00080096617,0.0014702141,0.0015487656,0.0044668936,0.9798942,0.004026357,7.384027e-05,0.0047127143,0.0030060275
ImageID_3LN1KOMU,0.08889474,0.14789738,0.0069622123,0.0058131507,0.15601198,0.26667175,0.09294218,0.18568195,0.049124707
ImageID_RBJA7O8A,0.36737442,0.11795408,0.021791147,0.042664476,0.06438795,0.3114258,0.012513347,0.047554217,0.014334485
ImageID_3O0O43TA,0.3921029,0.0237809,0.013273733,0.014890057,0.050567057,0.35875663,0.027972212,0.06599194,0.05266463
ImageID_2IQU5K60,0.0425465,0.19646096,0.003545964,0.00046675716,0.004715839,0.7332894,0.001298056,0.01445136,0.003225152
ImageID_9BI9F6DW,0.033408027,0.0538413,0.1600155,0.4889415,0.045020573,0.022877717,0.12248067,0.052236285,0.021178486
ImageID_YWGFG3NO,0.14143641,0.05520801,0.031387985,0.05875002,0.10678056,0.25459543,0.15405786,0.18300676,0.014776914
ImageID_6AKG4NJK,0.036732536,0.018119704,0.2358196,0.36772335,0.074673936,0.007446611,0.20451546,0.027663102,0.02730577
ImageID_EYE5H28W,0.025827678,0.010475754,0.17376548,0.24364524,0.08169168,0.038115557,0.22481453,0.014846687,0.18681736
ImageID_8L0U0QBG,0.037844945,0.06165294,0.019521805,0.008238761,0.06288097,0.14949377,0.10589436,0.017828155,0.5366443
ImageID_EMSQTBI3,0.05836416,0.15598814,0.14178652,0.31769,0.02962185,0.06749392,0.03992152,0.16117744,0.027956402
ImageID_W2Z4D7QG,0.041115966,0.018302258,0.03786627,0.48398662,0.06579327,0.034146253,0.007890578,0.17561941,0.13527937
ImageID_IEZ74E37,0.049954012,0.13600025,0.0659609,0.65869814,0.0036826013,0.039757725,0.0048767957,0.03833371,0.0027358183
ImageID_G5XU3EH8,0.146124,0.041757792,0.04345576,0.03446068,0.21037778,0.017442446,0.05624304,0.2821009,0.16803764
ImageID_CTE4BJNR,0.07325577,0.32171655,0.09883609,0.006080225,0.01124516,0.3202669,0.015636778,0.1481213,0.004841167
ImageID_K7JMHHZF,0.15087253,0.3508722,0.058343984,0.24864396,0.07550687,0.006471082,0.022192612,0.05417227,0.032924537
ImageID_R5D6IQ3E,0.06514734,0.044310216,0.048889033,0.011225127,0.26646668,0.42006075,0.021076785,0.08354393,0.039280042
ImageID_4ELAZS6G,0.017687686,0.3020609,0.012727734,0.15451874,0.15113686,0.007818692,0.07294165,0.14199394,0.1391138
ImageID_NAX0LRIU,0.012061503,0.0059917197,0.086010724,0.60208243,0.11283141,0.025114954,0.056798164,0.06581515,0.033293985
ImageID_38LSD4CA,0.03199512,0.023930036,0.0069808937,0.0019604792,0.33123636,0.23945856,0.023688035,0.33350846,0.0072420915
ImageID_Q0JLOK2C,0.04706479,0.00958889,0.0032529193,0.013970602,0.12445309,0.008966352,0.7326339,0.039676536,0.020392993
ImageID_35ODBSHQ,0.04927806,0.08908294,0.042999905,0.13975172,0.45985457,0.033608194,0.10235995,0.037406296,0.04565842
ImageID_D9Q5KVYV,0.0015838242,0.0006403379,0.018441493,0.05364923,0.027016575,0.021209452,0.7396964,0.009388533,0.1283742
ImageID_GESCB5JB,0.041394092,0.09389132,0.0014606114,0.015672144,0.0066496204,0.012859572,0.7293675,0.058894087,0.03981107
ImageID_F529I46V,0.010073789,0.12584224,0.0653943,0.0145320045,0.73343444,0.016729014,0.017864943,0.010906838,0.005222496
ImageID_CZGXRW91,0.11463545,0.052805196,0.02838483,0.22910129,0.041396875,0.25589782,0.07998914,0.005139867,0.1926496
ImageID_J6EFBTJ4,0.05912179,0.023978349,0.100271754,0.3266514,0.06067064,0.040993724,0.14229994,0.21357407,0.03243831
ImageID_0MBCCZLV,0.26838166,0.05097092,0.0015378229,0.00026384677,0.007988444,0.6427747,0.013658065,0.013991935,0.00043259643
ImageID_5KZ6Y712,0.13571975,0.27615795,0.07424212,0.025442692,0.10303809,0.04628435,0.026242621,0.22155048,0.091321915
ImageID_HIP8YA0O,0.07122845,0.29762915,0.003622797,0.040744103,0.30158007,0.17572987,0.010410993,0.03251114,0.06654341
ImageID_VHLVK3ZB,0.10058805,0.01472266,0.024376972,0.018524986,0.002874863,0.47829175,0.26655322,0.060871143,0.03319636
ImageID_QS93KZMD,0.035679355,0.03459402,0.063775375,0.1897668,0.07660322,0.11307361,0.1814185,0.22467874,0.0804104
ImageID_BV2ZXDB6,0.035360985,0.022716656,0.0017853287,0.017133249,0.057942417,0.33590466,0.10211573,0.0738128,0.35322806
ImageID_NJHN4CDE,0.0620427,0.32491225,0.018797498,0.0059859166,0.3391882,0.06771651,0.00394882,0.16593762,0.011470561
ImageID_RBYTWH55,0.10067776,0.025881525,0.04195825,0.030829472,0.60810715,0.013152618,0.046195548,0.06940296,0.063794695
ImageID_J5WOD29Q,0.11149122,0.013169848,0.046429187,0.03586141,0.5709232,0.01219326,0.0236629,0.10243185,0.08383718
ImageID_LMQOK8CL,0.011035753,0.02022625,0.011075,0.091978475,0.79227287,0.019940376,0.016161786,0.029647771,0.007661876
ImageID_FUMOEIJS,0.14325564,0.470563,0.0013057122,0.002212588,0.091577366,0.0042595356,0.0064675296,0.27221173,0.008146895
ImageID_GXD3LRMP,0.021695467,0.7880395,0.0016528233,0.00030518838,0.002968953,0.039272107,0.010913011,0.13324042,0.0019125532
ImageID_572JNC1X,0.020877868,0.46759367,0.032603744,0.113237806,0.09109095,0.06098367,0.008547933,0.190406,0.014658383
ImageID_ZLULBWZD,0.053220656,0.073582254,0.008436773,0.006985984,0.2088304,0.04471323,0.17999,0.35429507,0.069945686
ImageID_2VCCAHO1,0.10399358,0.0006549369,0.008463409,0.0022707067,0.036758903,0.30609855,0.10301204,0.12121329,0.31753454
ImageID_8GQZBO1M,0.09981762,0.12773457,0.02628704,0.0036148464,0.5759412,0.0150416605,0.03644476,0.047613584,0.0675046
ImageID_G8ZW0KMS,0.03201877,0.7639286,0.047649704,0.018169366,0.00393443,0.0697164,0.013903605,0.034624167,0.016054917
ImageID_UXUHMKTU,0.08978337,0.030191764,0.070661485,0.004914377,0.0034294827,0.7644126,0.0007914628,0.008192882,0.027622618
ImageID_94XXS9CG,0.18102701,0.23273413,0.0017075004,0.006307755,0.021505592,0.06329435,0.008122055,0.4547448,0.030556802
ImageID_LTTI9L5Z,0.11350465,0.6192512,0.0642059,0.012608999,0.0062253387,0.08683468,0.013200521,0.07530582,0.008862867
ImageID_9MR2F0S8,0.016974483,0.057381533,0.04058031,0.031726733,0.13229343,0.01327852,0.104528755,0.3303811,0.27285516
ImageID_45X304MR,0.008293668,0.016801802,0.09883606,0.68496966,0.1033275,0.006648739,0.005166533,0.0088499915,0.06710604
ImageID_G0AXAGJ5,0.029383624,0.26092654,0.049722973,0.011110721,0.033692412,0.33953863,0.17182094,0.031113809,0.072690375
ImageID_HGIL3RG5,0.0069847465,0.009692456,0.00691477,0.0007263783,0.032833226,0.004564393,0.921573,0.0038807753,0.01283022
ImageID_SYKY9Q2E,0.077744395,0.009030268,0.023359701,0.17341702,0.18356402,0.021843383,0.03449598,0.041137315,0.43540797
ImageID_HNMQHQW5,0.38856712,0.1083538,0.034703955,0.05961231,0.052872818,0.09193046,0.16655993,0.04967043,0.047729205
ImageID_OIR0KG14,0.21621732,0.16920412,0.15887465,0.15399782,0.023747342,0.051527184,0.0018023162,0.020576905,0.2040524
ImageID_JWZN0YC6,0.05951689,0.838544,0.0029164923,0.001763409,0.0005969864,0.004675125,0.00189114,0.08787468,0.002221236
ImageID_GYDX5AHC,0.05824582,0.008824555,0.0029439796,0.006684198,0.46137202,0.11144634,0.13307506,0.012671082,0.20473693
ImageID_50UWYWI2,0.20238611,0.28804177,0.013923331,0.04838855,0.0142063685,0.026117982,0.005999193,0.19549483,0.20544182
ImageID_YDW31ZE4,0.016428977,0.30294767,0.054935772,0.1503293,0.014854966,0.0015927418,0.25517082,0.010039202,0.19370046
ImageID_RXB8TCXU,0.04802835,0.008269349,0.03392554,0.018692473,0.24148639,0.0088699255,0.12303614,0.39620075,0.12149105
ImageID_L5RKET0L,0.04159425,0.030591499,0.002759079,0.0036209817,0.08727184,0.0685986,0.41632992,0.13943058,0.20980328
ImageID_841OMG87,0.026075378,0.61026883,0.0045832335,0.0153292045,0.025311239,0.05128325,0.002543559,0.24963436,0.014970899
ImageID_VTO91XAQ,0.009409457,0.008476051,0.20962004,0.38710013,0.026072463,0.10470068,0.06875629,0.08698098,0.09888378
ImageID_CR2R7S3W,0.0325527,0.12196198,0.0032664635,0.008301164,0.025268009,0.102786005,0.4182966,0.15545098,0.13211615
ImageID_ZIL2CMAY,0.0994661,0.031754617,0.023585228,0.314069,0.0017631152,0.0038013186,0.10665792,0.073049285,0.3458535
ImageID_UCPS37IK,0.07334335,0.043680374,0.022911211,0.034374814,0.019493338,0.011360151,0.2525903,0.50573266,0.03651382
ImageID_IX8KCDNV,0.42995626,0.15469646,0.015725143,0.030343963,0.0865346,0.047837276,0.017173845,0.16641186,0.051320657
ImageID_D7IVRL9W,0.00829721,0.0049803136,0.014502961,0.013613985,0.35851923,0.007277207,0.028520983,0.02801005,0.5362781
ImageID_047DFY3G,0.0015685303,0.0026112497,0.00023062697,3.3475782e-05,0.00017664682,0.0009747687,0.9874171,0.00041690675,0.006570694
ImageID_TS17U1WP,0.0053306897,0.004635283,0.0038908527,0.0061557097,0.92547673,0.0025517163,0.013358676,0.01818162,0.020418793
ImageID_OQ7NPNFW,0.057673912,0.199612,0.002948129,0.0027636378,0.04115402,0.64960736,0.022163456,0.0132193975,0.010858032
ImageID_84WX1R0Z,0.023966908,0.10138306,0.16048437,0.63325495,0.0018243116,0.013815706,0.025823766,0.015344937,0.024102041
ImageID_YI743EGR,0.0499554,0.79683745,0.002069847,0.004692946,0.029105054,0.058138613,0.017751975,0.03853322,0.0029155079
ImageID_R1M7V7NE,0.04297621,0.029306224,0.0435433,0.11169229,0.13204657,0.021447184,0.08092906,0.29837,0.23968926
ImageID_X3IIAI5U,0.2615731,0.10012272,0.035100978,0.24976076,0.06990231,0.142688,0.008432329,0.030976541,0.10144319
ImageID_T0O60GQ1,0.0011718167,0.009626934,0.0028922725,0.00080007,0.0075049396,0.041359898,0.8596787,0.021140253,0.055825174
ImageID_BZ2WXQVW,0.06753178,0.26911634,0.18272719,0.13564137,0.064895414,0.007595109,0.033825386,0.09128226,0.14738525
ImageID_0BXC5X0Q,0.08905315,0.038466718,0.32180718,0.022062488,0.24947868,0.03162938,0.020214578,0.19442172,0.032866146
ImageID_DFGX32XP,0.029516652,0.1769009,0.022234011,0.03513045,0.048419904,0.09559341,0.051663145,0.3656546,0.17488687
ImageID_55HQC5WK,0.02153053,0.048516948,0.090647236,0.68200976,0.012433801,0.04539879,0.001298969,0.085692324,0.012471572
ImageID_LCA10SFN,0.14823653,0.029059097,0.116312765,0.06834495,0.015171083,0.06963052,0.42914692,0.07785867,0.046239458
ImageID_3WVKN0K9,0.050225794,0.037098415,0.052731093,0.71510965,0.037176944,0.03001967,0.0016724464,0.020927584,0.055038456
ImageID_H5VQWF6V,0.39975545,0.07503414,0.029371452,0.06449921,0.02862359,0.3559373,0.017093895,0.022436986,0.0072479886
ImageID_ZSUY9O0K,0.050492033,0.7721808,0.013227639,0.012243621,0.0056942985,0.08531475,0.041800164,0.012478081,0.0065686554
ImageID_9YJVEMMK,0.23192553,0.50603056,0.0105926115,0.0040099374,0.010200681,0.12895976,0.0063683023,0.0903831,0.011529526
ImageID_BEQDF3S4,0.11995456,0.14140835,0.02217722,0.17799677,0.13749911,0.07208409,0.08735334,0.07140944,0.17011718
ImageID_EL7DPO4Y,0.00634782,0.00080896006,0.00020270808,0.0011257994,0.35023817,0.0032602428,0.022369456,0.17648728,0.43915966
ImageID_P5OX8L33,0.1941268,0.14838202,0.031476088,0.029867996,0.0124242455,0.010996774,0.22768414,0.12187273,0.22316912
ImageID_0S9HN1TK,0.024651727,0.13554981,0.12349061,0.07249445,0.0041281995,0.49800533,0.0039554085,0.052581754,0.085142694
ImageID_VVGHMI81,0.010163156,0.015708815,0.0060381545,0.00094713306,0.5258507,0.009554728,0.3888669,0.015405045,0.027465364
ImageID_8PP8WCWW,0.36064363,0.051343862,0.1450765,0.028005628,0.0029388957,0.34585848,0.022656929,0.034275588,0.009200506
ImageID_U4LW7G2F,0.008253454,0.03857364,0.19136705,0.2624664,0.08336544,0.118557476,0.04076245,0.071147114,0.18550695
ImageID_W0DADUHS,0.003670919,0.0023708446,0.14120089,0.7918836,0.006717069,0.002134108,0.027052738,0.0076724025,0.017297424
ImageID_99Z23CR8,0.0015761504,0.0009726276,0.0020445103,0.0037391952,0.9190173,0.0029191368,0.00863143,0.004273161,0.05682645
ImageID_YMS6HH58,0.026102956,0.011110492,0.02203931,0.07085343,0.7733503,0.024980366,0.004546556,0.045340046,0.021676458
ImageID_EEFUOIFK,0.15124579,0.09712307,0.015340601,0.00144148,0.00886601,0.04902203,0.081467845,0.59341556,0.0020776254
ImageID_3MVAR6P7,0.02584998,0.9050585,0.0049260417,0.00088209973,0.0012497735,0.020798039,0.01153944,0.019899324,0.009796865
ImageID_ZHBZ4PRN,0.06235522,0.06309256,0.21481587,0.07926276,0.020410733,0.51009965,0.025882782,0.022388412,0.0016919812
ImageID_8BSEJIKQ,0.005782868,0.0016970651,0.022432506,0.82595915,0.043299228,0.0035328509,0.019180408,0.017578391,0.06053746
ImageID_AJROOUD0,0.060881916,0.007919011,0.6457209,0.03800148,0.18973549,0.002850761,0.0065587764,0.015395189,0.032936458
ImageID_VDXUFQJG,0.052195445,0.17155747,0.038231142,0.10166463,0.012051904,0.004980916,0.06401615,0.06516608,0.49013636
ImageID_IRW5IMQF,0.10414158,0.011459808,0.10888858,0.14671524,0.020459756,0.10026255,0.11739058,0.26212412,0.12855782
ImageID_WVLQP9J7,0.061618857,0.031390876,0.22298537,0.20233227,0.14926367,0.06549494,0.08230929,0.10137104,0.08323372
ImageID_3IUKC6NJ,0.008737261,0.0706242,0.106472395,0.11901733,0.14988515,0.45569122,0.016307551,0.048188616,0.025076298
ImageID_4G5OQ6L4,0.073515244,0.059576653,0.01681875,0.033536516,0.07209725,0.33814347,0.2570245,0.12095985,0.02832771
ImageID_6G9MIJ2I,0.19074465,0.023976194,0.11797636,0.016690698,0.072118185,0.12143925,0.028186183,0.37941328,0.04945522
ImageID_L51W1EZK,0.04534874,0.10269825,0.24252747,0.20487826,0.072867796,0.061508536,0.19767162,0.04254728,0.029952042
ImageID_VDJ1TGP7,0.12779228,0.053592935,0.30940738,0.199697,0.1403298,0.025028331,0.007353526,0.09170356,0.045095194
ImageID_8WAUIPTW,0.1379952,0.15165643,0.065512806,0.23882283,0.011253616,0.13205813,0.18356298,0.07093723,0.0082007265
ImageID_K7D41SZF,0.017827576,0.023629501,0.006971923,0.013552139,0.013248861,0.550749,0.23854141,0.052456975,0.08302271
ImageID_U01Q110B,0.023611214,0.5598566,0.026301576,0.027029192,0.008748022,0.114950635,0.19172323,0.039755367,0.008024215
ImageID_1A6RWR4U,0.0068566296,0.0041681305,0.0013698894,0.04100241,0.23091947,0.004418181,0.00599522,0.030868614,0.6744015
ImageID_STL520Y0,0.02271887,0.009415811,0.29205963,0.3835843,0.0504832,0.02321556,0.062113192,0.04126037,0.115148954
ImageID_ZKCTQ98R,0.024773357,0.0020452044,0.009964598,0.13281254,0.01396547,0.001925924,0.0056134425,0.053793877,0.75510556
ImageID_6LE6QI6T,0.07871407,0.50193685,0.032825764,0.015437114,0.024209535,0.0079787765,0.08646973,0.16722985,0.0851983
ImageID_U63ADW9A,0.02392145,0.23090535,0.009341032,0.031156296,0.031970054,0.07709049,0.14923942,0.18023121,0.2661447
ImageID_DLAL5VUY,0.022202455,0.017304499,0.06790222,0.13918419,0.36051753,0.005657939,0.058978163,0.02234789,0.3059051
ImageID_HX4JH48X,0.1956953,0.06808276,0.07567848,0.19716851,0.024870187,0.065143704,0.0035626092,0.33741418,0.03238436
ImageID_1S7STRIL,0.08477537,0.006499935,0.0040545003,0.0018916224,0.011878145,0.20658693,0.25916415,0.014172341,0.4109769
ImageID_MEJXH8QD,0.011902699,0.051155377,0.01607709,0.0146024665,0.013778272,0.7272731,0.0571271,0.02127828,0.08680552
ImageID_WPB9WJBM,0.024854036,0.02127177,0.016176531,0.037091374,0.07083869,0.0015372811,0.10293174,0.007882759,0.71741587
ImageID_CRB3G4ZB,0.053319197,0.16533688,0.004579866,0.066825226,0.026021928,0.08037673,0.18295886,0.10342822,0.31715304
ImageID_3XL3AE57,0.03959763,0.06735246,0.13514452,0.073125534,0.05877365,0.22760208,0.06919836,0.18835449,0.14085121
ImageID_FRK01TRC,0.008939042,0.013618247,0.2858111,0.59705484,0.039399393,0.010843027,0.004992894,0.036566585,0.0027748155
ImageID_FRM6VC07,0.036118906,0.8711969,0.009512666,0.00085615506,0.027886132,0.016044406,0.01676255,0.018998856,0.002623272
ImageID_Q2H1FDUH,0.025311764,0.014244797,0.011643307,0.009299987,0.026837556,0.0029028142,0.7124485,0.07274492,0.124566354
ImageID_TFKDS2SW,0.042980596,0.072841465,0.011093891,0.02442952,0.0052333614,0.73219234,0.070329085,0.02084473,0.02005505
ImageID_NFHWNZVN,0.08257403,0.58290404,0.08735746,0.024336288,0.07451427,0.03570472,0.013740774,0.09493703,0.0039313654
ImageID_6T93EXSS,0.07915091,0.014864506,0.006371959,0.012813486,0.025159767,0.0048872586,0.05613887,0.4366745,0.3639388
ImageID_FEXSAKVP,0.16998082,0.029958835,0.041856173,0.028658662,0.0113281505,0.36429593,0.17671552,0.1161882,0.061017774
ImageID_SSXRWDH6,0.023901897,0.025041558,0.43374947,0.24663414,0.0018718935,0.009861501,0.0034185383,0.2490654,0.00645557
ImageID_OMG7P7PT,0.051163502,0.034129243,0.24526909,0.046483353,0.16955265,0.02611664,0.14380346,0.16866402,0.11481807
ImageID_VXH1QIW4,0.034866147,0.016088031,0.29019934,0.4096632,0.012123158,0.0022425866,0.051606216,0.17727368,0.0059376177
ImageID_MCMFJ8XE,0.05526363,0.050843064,0.0037593103,0.0002731203,0.038240865,0.66795164,0.03743733,0.08164916,0.06458197
ImageID_7DBNZD8Y,0.06442748,0.30521694,0.010157858,0.053825077,0.002423776,0.55412734,0.000890173,0.008490422,0.00044086474
ImageID_UGCNAXAK,0.0068157897,0.009274885,0.1200381,0.80144334,0.024381131,0.0022160818,0.014093226,0.0089294,0.012808078
ImageID_2SFRZFJV,0.02985266,0.049998067,0.031449553,0.19725937,0.052612472,0.21375276,0.020375727,0.03552968,0.36916968
ImageID_HBNG7MCG,0.022319982,0.0209828,0.0021845493,0.027468203,0.04633569,0.007776002,0.1551013,0.068279594,0.649552
ImageID_NH7UFBHZ,0.0456377,0.049744565,0.035406977,0.100144714,0.21341792,0.029359728,0.11725909,0.401674,0.007355267
ImageID_NPWVZ3EX,0.012822038,0.0023992434,0.0071058893,0.0017044704,0.5915355,0.015732322,0.1464976,0.027425656,0.19477737
ImageID_GMLTMI1T,0.11838809,0.47268865,0.07495543,0.034234636,0.009957285,0.05768263,0.087563574,0.12745048,0.017079141
ImageID_EMQGTW7Q,0.0380172,0.013859987,0.114887066,0.54066825,0.05226307,0.022061788,0.07443693,0.007903613,0.13590217
ImageID_M6CG7NCY,0.04157934,0.024247527,0.004176749,0.016086014,0.46527687,0.087085135,0.22831148,0.022301756,0.11093514
ImageID_VCA2J6Q5,0.055944853,0.004201114,0.017487174,0.017286962,0.20800248,0.1488408,0.479349,0.05875874,0.010128932
ImageID_KBIZHHW1,0.078150205,0.19768697,0.31551668,0.0621291,0.22935052,0.032001287,0.007299605,0.07128306,0.0065826424
ImageID_UKWJCIUG,0.0017065774,0.003462912,0.16573282,0.025378851,0.7841004,0.0010588303,0.008897953,0.003818176,0.0058434946
ImageID_T02F4IOU,0.016345616,0.001134283,0.01694323,0.09304916,0.83628064,0.0031428216,0.023641348,0.0046210852,0.004841833
ImageID_R437JG1A,0.016674839,0.0323193,0.02902485,0.03769102,0.01126228,0.01093573,0.72062993,0.045699995,0.09576212
ImageID_TAT8MMSY,0.06888242,0.18964215,0.060446613,0.008040037,0.034593277,0.54400396,0.025943821,0.06394137,0.0045063137
ImageID_4X03DWMT,0.033013057,0.18478727,0.0047019892,0.05700566,0.0036386934,0.6798202,0.022997798,0.011919694,0.0021157067
ImageID_PMLS98VT,0.028489064,0.011331116,0.30804193,0.46259123,0.025303967,0.018910816,0.0060716616,0.10749271,0.031767525
ImageID_LUNU43SP,0.13579789,0.12220786,0.1430329,0.36760333,0.11510056,0.027957106,0.005273197,0.030234274,0.052792944
ImageID_2J8Y3EVS,0.011331203,0.054168586,0.046417918,0.066143446,0.07944319,0.061736435,0.47466692,0.17734995,0.028742427
ImageID_TSNXI4Z3,0.010092623,0.12101657,0.010440441,0.048714418,0.29424658,0.007101944,0.18981332,0.12980898,0.18876508
ImageID_B5WLFN5I,0.012961198,0.013182195,0.60638994,0.29438177,0.039662037,0.018960051,0.0034633994,0.007926511,0.003072866
ImageID_MJJ1CWLL,0.16010964,0.07309038,0.0187154,0.00877605,0.09769296,0.12904046,0.024157435,0.017721668,0.47069612
ImageID_TJEQLNOW,0.0564965,0.12930025,0.34555164,0.16086532,0.025831372,0.15788934,0.013334191,0.05253522,0.05819624
ImageID_RDK892YH,0.51069134,0.025105609,0.020937674,0.14364453,0.1120723,0.039930146,0.007132947,0.1056664,0.034818947
ImageID_CJH0YCNR,0.025803799,0.026779132,0.07418021,0.12616865,0.48440668,0.013702596,0.07482506,0.056333877,0.11780005
ImageID_IL00TWW7,0.016264165,0.9401275,0.004398572,0.0046784165,0.0018061794,0.011658946,0.0073501063,0.0066464134,0.0070696035
ImageID_974UNI41,0.1347365,0.12386563,0.041639622,0.025631236,0.31024137,0.2982747,0.010623756,0.015918937,0.039068192
ImageID_S42G08NW,0.04490794,0.15572535,0.056603227,0.017877648,0.096583925,0.17030658,0.17587912,0.08714786,0.19496834
ImageID_OC5C6P9V,0.04135736,0.12271812,0.00035249145,8.113553e-05,0.004346537,0.81339914,0.0020067366,0.0028637873,0.012874717
ImageID_PUHZ1KTM,0.047984276,0.027144223,0.19772194,0.30341098,0.021410782,0.045167744,0.008334171,0.34636316,0.0024627836
ImageID_DZJ0M0IS,0.02175136,0.0058659776,0.0022223426,0.05824697,0.07690078,0.0040953993,0.15032263,0.018185731,0.66240877
ImageID_YQ6GSZJ7,0.32940727,0.034525204,0.005585368,0.020884844,0.15284926,0.16670872,0.043560725,0.22809608,0.01838251
ImageID_9LR0MTVF,0.0932895,0.072708815,0.022154998,0.100158714,0.23804028,0.025403239,0.011460332,0.075171776,0.36161238
ImageID_KMAKJSSD,0.063177355,0.2592429,0.0006456352,6.107396e-06,0.0010236435,0.65488166,0.000836334,0.01520462,0.0049817725
ImageID_X9L6D9QT,0.03366463,0.875343,0.0012542829,0.002214246,0.0013219402,0.028978271,0.0026570496,0.05307973,0.0014869416
ImageID_C0LM86XE,0.12832305,0.72489077,0.008430326,0.008612979,0.016336413,0.07999417,0.0026574195,0.026891662,0.0038631554
ImageID_A1GRIN7V,0.12847064,0.29046202,0.003164445,0.010327327,0.011469833,0.40216964,0.011210001,0.13273992,0.009986228
